,playerid,date_of_birth,place_of_birth,nation,height,weight,shoots,rights,under_contract,draft_year,draft_round,draft_pick,draft_team,shortname,status,nhl_draft,rankings,catches,draft_year_eligible,load_date,player_name,position,nhl_likelihood,most_likelihood_nhl_node,nhl_expected_value
0,116244,1999-01-04,"Brig, SUI",Switzerland,186.0,79.0,L,New Jersey Devils,True,2017,1,1,New Jersey Devils,nico-hischier,,,,,2017,2020-06-03,Nico Hischier,F,1.0,3,171.3
1,310545,2000-04-13,"Trollhättan, SWE",Sweden,189.0,86.0,L,Buffalo Sabres,True,2018,1,1,Buffalo Sabres,rasmus-dahlin,,,,,2018,2020-06-03,Rasmus Dahlin,D,1.0,4,224.5
2,305432,2001-05-14,"Orlando, FL, USA",USA,179.0,77.0,L,New Jersey Devils,True,2019,1,1,New Jersey Devils,jack-hughes,,,,,2019,2020-06-03,Jack Hughes,F,1.0,5,166.5
3,201664,1999-02-16,"Peterborough, ON, CAN",Canada,185.0,91.0,R,Florida Panthers,True,2017,1,10,Florida Panthers,owen-tippett,,,,,2017,2020-06-03,Owen Tippett,F,0.79,4,60.9
4,512832,2001-06-24,"Moskva, RUS",Russia,185.0,87.0,L,Vancouver Canucks,False,2019,1,10,Vancouver Canucks,vasili-podkolzin,,,,,2019,2020-06-03,Vasili Podkolzin,F,0.67,24,170.1
5,300591,1999-10-20,"Oakville, ON, CAN",Canada,191.0,88.0,R,Edmonton Oilers,True,2018,1,10,Edmonton Oilers,evan-bouchard,,,,,2018,2020-06-03,Evan Bouchard,D,0.78,4,71.0
6,232703,1998-06-07,"Woodbridge, ON, CAN",Canada,175.0,83.0,L,Montréal Canadiens,True,2016,4,100,Montréal Canadiens,victor-mete,,,,,2016,2020-06-03,Victor Mete,D,0.75,2,16.6
7,272376,2000-05-31,"Tabor, CZE",Czech Rep.,183.0,90.0,L,Edmonton Oilers,False,2019,4,100,Edmonton Oilers,matej-blumel,,,,,2018,2020-06-03,Matej Blümel,F,0.02,22,2.7
8,265424,1999-01-14,"Rødovre, DEN",Denmark,200.0,93.0,L,Detroit Red Wings,False,2017,4,100,Detroit Red Wings,malte-setkov,,,,,2017,2020-06-03,Malte Setkov,D,0.13,6,27.8
9,319554,2000-01-26,"Pontresina, SUI",Switzerland,186.0,86.0,L,,,2018,4,101,New York Rangers,nico-gross,,,,,2018,2020-06-03,Nico Gross,D,0.2,17,30.4
10,249597,1998-02-10,"Stratford, ON, CAN",Canada,196.0,106.0,L,,,2016,4,101,Toronto Maple Leafs,keaton-middleton,,,,,2016,2020-06-03,Keaton Middleton,D,0.09,3,16.0
11,297961,1999-04-18,"Kanata, ON, CAN",Canada,195.0,83.0,R,,,2017,4,101,Dallas Stars,liam-hawel,,,,,2017,2020-06-03,Liam Hawel,F,0.16,6,27.1
12,445218,2001-03-12,"Southborough, MA, USA",USA,188.0,88.0,L,Anaheim Ducks,False,2019,4,101,Anaheim Ducks,henry-thrun,,,,,2019,2020-06-03,Henry Thrun,D,0.27,22,41.0
13,262799,1998-01-22,"Ashland, OR, USA",USA,193.0,96.0,L,San Jose Sharks,False,2018,4,102,San Jose Sharks,jasper-weatherby,,,,,2016,2020-06-03,Jasper Weatherby,F,0.02,4,7.5
14,269301,1999-04-04,"Prior Lake, MN, USA",USA,188.0,93.0,R,San Jose Sharks,False,2017,4,102,San Jose Sharks,scott-reedy,,,,,2017,2020-06-03,Scott Reedy,F,0.14,7,44.2
15,418350,2001-07-18,"London, ON, CAN",Canada,185.0,80.0,L,Philadelphia Flyers,False,2019,4,103,Philadelphia Flyers,mason-millman,,,,,2019,2020-06-03,Mason Millman,D,0.28,22,55.7
16,201512,1999-05-25,"Roseville, MN, USA",USA,183.0,89.0,L,Los Angeles Kings,True,2017,4,103,Los Angeles Kings,mikey-anderson,,,,,2017,2020-06-03,Mikey Anderson,D,0.1,6,20.9
17,283915,2000-02-28,"Woodridge, IL, USA",USA                                                                                             /  Czech Rep.,180.0,90.0,L,New York Islanders,False,2018,4,103,New York Islanders,jacob-pivonka,,,,,2018,2020-06-03,Jacob Pivonka,F,0.1,11,22.5
18,332303,2000-06-15,"Espoo, FIN",Finland,187.0,86.0,L,Carolina Hurricanes,False,2018,4,104,Carolina Hurricanes,lenni-killinen,,,,,2018,2020-06-03,Lenni Killinen,F,0.03,14,15.6
19,290470,2001-05-27,"Havlickuv Brod, CZE",Czech Rep.,191.0,87.0,R,Chicago Blackhawks,True,2019,4,105,Chicago Blackhawks,michal-teply,,,,,2019,2020-06-03,Michal Teplý,F,0.32,19,79.4
20,283531,1999-05-11,"Kirkkonummi, FIN",Finland,188.0,92.0,L,Winnipeg Jets,False,2017,4,105,Winnipeg Jets,santeri-virtanen,,,,,2017,2020-06-03,Santeri Virtanen,F,0.02,7,22.9
21,341691,1999-11-19,"Zvolen, SVK",Slovakia,188.0,83.0,L,Calgary Flames,True,2018,4,105,Calgary Flames,martin-pospisil,,,,,2018,2020-06-03,Martin Pospisil,F,0.17,5,34.3
22,351462,2000-03-06,"Oakville, ON, CAN",Canada,204.0,113.0,L,,,2018,4,106,Dallas Stars,curtis-douglas,,,,,2018,2020-06-03,Curtis Douglas,F,0.11,12,26.1
23,268417,1999-01-06,"Mississauga, ON, CAN",Canada,193.0,93.0,L,Philadelphia Flyers,True,2017,4,106,Philadelphia Flyers,matthew-strome,,,,,2017,2020-06-03,Matthew Strome,F,0.06,5,15.3
24,299029,1999-09-17,"North Vancouver, BC, CAN",Canada,183.0,91.0,L,Florida Panthers,False,2019,4,106,Florida Panthers,carter-berger,,,,,2018,2020-06-03,Carter Berger,D,0.03,6,13.7
25,395123,2000-08-16,"Yaroslavl, RUS",Russia,180.0,86.0,R,Arizona Coyotes,False,2019,4,107,Arizona Coyotes,alexander-daryin,,,,,2018,2020-06-03,Alexander Daryin,F,0.16,26,46.8
26,212632,1998-06-12,"Luleå, SWE",Sweden,189.0,86.0,L,,,2016,4,107,Detroit Red Wings,alfons-malmstrom,,,,,2016,2020-06-03,Alfons Malmström,D,0.05,20,1.8
27,313615,1999-02-10,"Brest, BLR",Belarus,183.0,84.0,L,Philadelphia Flyers,True,2017,4,107,Philadelphia Flyers,maxim-sushko,,,,,2017,2020-06-03,Maxim Sushko,F,0.1,5,24.7
28,201670,1999-01-06,"North York, ON, CAN",Canada,183.0,87.0,L,,,2017,4,108,Arizona Coyotes,noel-hoefenmayer,,,,,2017,2020-06-03,Noel Hoefenmayer,D,0.14,5,32.2
29,354063,2000-03-24,"Pittsburgh, PA, USA",USA,178.0,83.0,L,Calgary Flames,False,2018,4,108,Calgary Flames,demetrios-koumontzis,,,,,2018,2020-06-03,Demetrios Koumontzis,F,0.14,11,30.7
30,482887,2001-01-22,"Magnitogorsk, RUS",Russia,188.0,84.0,R,San Jose Sharks,False,2019,4,108,San Jose Sharks,yegor-spiridonov,,,,,2019,2020-06-03,Yegor Spiridonov,F,0.05,73,14.3
31,242658,1998-07-04,"Kåge, SWE",Sweden,192.0,90.0,L,,,2016,4,108,Nashville Predators,hardy-haman-aktell,,,,,2016,2020-06-03,Hardy Häman Aktell,D,0.0,1,12.4
32,201481,1999-10-11,"Basking Ridge, NJ, USA",USA,175.0,77.0,L,Nashville Predators,False,2019,4,109,Nashville Predators,marc-del-gaizo,,,,,2018,2020-06-03,Marc Del Gaizo,D,0.16,7,41.8
33,267790,1998-04-16,"Guelph, ON, CAN",Canada,185.0,94.0,L,Philadelphia Flyers,True,2016,4,109,Philadelphia Flyers,connor-bunnaman,,,,,2016,2020-06-03,Connor Bunnaman,F,0.06,3,35.3
34,355485,2000-01-03,"Raleigh, NC, USA",USA,178.0,72.0,L,Colorado Avalanche,False,2018,4,109,Colorado Avalanche,tyler-weiss,,,,,2018,2020-06-03,Tyler Weiss,F,0.09,14,39.7
35,228366,1999-05-11,"Bratislava, SVK",Slovakia,194.0,92.0,L,Calgary Flames,True,2017,4,109,Calgary Flames,adam-ruzicka,,,,,2017,2020-06-03,Adam Ruzicka,F,0.2,5,39.6
36,241370,2000-06-13,"Yarmouth, ME, USA",USA                                                                                             /  Sweden,180.0,85.0,R,New York Islanders,True,2018,1,11,New York Islanders,oliver-wahlstrom,,,,,2018,2020-06-03,Oliver Wahlstrom,F,0.8,9,95.9
37,286867,1999-08-16,"Kingston, ON, CAN",Canada,191.0,91.0,R,Los Angeles Kings,True,2017,1,11,Los Angeles Kings,gabriel-vilardi,,,,,2017,2020-06-03,Gabriel Vilardi,F,0.73,4,59.6
38,344555,2001-02-26,"Skutskär, SWE",Sweden,184.0,89.0,R,Arizona Coyotes,True,2019,1,11,Arizona Coyotes,victor-soderstrom,,,,,2019,2020-06-03,Victor Söderström,D,0.85,24,133.8
39,335702,2000-01-06,"Mercier, QC, CAN",Canada,191.0,92.0,L,,,2018,4,110,New Jersey Devils,xavier-bernard,,,,,2018,2020-06-03,Xavier Bernard,D,0.16,12,25.4
40,381262,2001-05-19,"Stockholm, SWE",Sweden                                                                                             /  USA,186.0,78.0,L,Dallas Stars,False,2019,4,111,Dallas Stars,samuel-sjolund,,,,,2019,2020-06-03,Samuel Sjölund,D,0.09,73,29.3
41,271580,1999-12-21,"Hannover, GER",Czech Rep.,201.0,104.0,L,Nashville Predators,False,2018,4,111,Nashville Predators,jachym-kondelik,,,,,2018,2020-06-03,Jáchym Kondelík,F,0.13,7,36.4
42,359531,2001-04-29,"Pinckney, MI, USA",USA,191.0,79.0,R,New York Rangers,False,2019,4,112,New York Rangers,hunter-skinner,,,,,2019,2020-06-03,Hunter Skinner,D,0.28,25,51.7
43,300076,1999-07-22,"Manhattan Beach, CA, USA",USA,191.0,90.0,R,Philadelphia Flyers,False,2018,4,112,Philadelphia Flyers,john-st.-ivany,,,,,2017,2020-06-03,John St. Ivany,D,0.16,7,43.5
44,312825,1999-06-25,"Moskva, RUS",Russia,191.0,91.0,L,St. Louis Blues,True,2017,4,113,St. Louis Blues,alexei-toropchenko,,,,,2017,2020-06-03,Alexei Toropchenko,F,0.08,5,24.2
45,348180,2000-06-15,"Parry Sound, ON, CAN",Canada,174.0,84.0,R,Los Angeles Kings,True,2018,4,113,Los Angeles Kings,aidan-dudas,,,,,2018,2020-06-03,Aidan Dudas,F,0.22,12,42.7
46,395081,2001-04-28,"Mikkeli, FIN",Finland,193.0,92.0,L,Winnipeg Jets,False,2019,4,113,Winnipeg Jets,henri-nikkanen,,,,,2019,2020-06-03,Henri Nikkanen,F,0.06,67,12.5
47,450012,2000-09-10,"Angarsk, RUS",Russia,192.0,86.0,L,Columbus Blue Jackets,False,2019,4,114,Columbus Blue Jackets,dmitri-voronkov,,,,,2018,2020-06-03,Dmitri Voronkov,F,0.06,20,13.4
48,252469,1998-03-09,"Peterborough, ON, CAN",Canada                                                                                             /  USA,185.0,89.0,L,Florida Panthers,True,2016,4,114,Florida Panthers,riley-stillman,,,,,2016,2020-06-03,Riley Stillman,D,0.63,2,39.5
49,272770,1999-02-11,"Praha, CZE",Czech Rep.,195.0,93.0,L,Edmonton Oilers,True,2017,4,115,Edmonton Oilers,ostap-safin,,,,,2017,2020-06-03,Ostap Safin,F,0.24,12,37.2
50,284097,1999-11-16,"Canton, MI, USA",USA,183.0,90.0,L,Vegas Golden Knights,True,2018,4,115,Vegas Golden Knights,paul-cotter,,,,,2018,2020-06-03,Paul Cotter,F,0.17,5,43.4
51,514653,2001-03-26,"Moskva, RUS",Russia,180.0,73.0,L,Toronto Maple Leafs,True,2019,4,115,Toronto Maple Leafs,mikhail-abramov,,,,,2019,2020-06-03,Mikhail Abramov,F,0.32,25,112.5
52,385539,2001-02-19,"Stockholm, SWE",Sweden,184.0,84.0,L,Calgary Flames,False,2019,4,116,Calgary Flames,lucas-feuk,,,,,2019,2020-06-03,Lucas Feuk,F,0.06,75,24.1
53,363892,2000-09-13,"Elk River, MN, USA",USA,185.0,82.0,R,Anaheim Ducks,False,2018,4,116,Anaheim Ducks,jack-perbix,,,,,2018,2020-06-03,Jack Perbix,F,0.03,10,9.1
54,273632,1999-09-05,"Calgary, AB, CAN",Canada,188.0,87.0,L,Minnesota Wild,False,2017,4,116,Minnesota Wild,bryce-misley,,,,,2017,2020-06-03,Bryce Misley,F,0.01,7,2.3
55,517832,2001-08-07,"Yekaterinburg, RUS",Russia,176.0,76.0,L,Nashville Predators,False,2019,4,117,Nashville Predators,semyon-chistyakov,,,,,2019,2020-06-03,Semyon Chistyakov,D,0.07,57,27.5
56,313359,1999-06-01,"Nyköping, SWE",Sweden,179.0,82.0,R,Columbus Blue Jackets,True,2017,4,117,Columbus Blue Jackets,emil-bemstrom,,,,,2017,2020-06-03,Emil Bemström,F,0.76,4,47.1
57,345052,2000-07-03,"Malmö, SWE",Sweden,186.0,78.0,L,Buffalo Sabres,False,2018,4,117,Buffalo Sabres,linus-cronholm,,,,,2018,2020-06-03,Linus Cronholm,D,0.02,17,1.9
58,290196,2001-01-09,"Clarence Center, NY, USA",USA,185.0,90.0,R,New Jersey Devils,False,2019,4,118,New Jersey Devils,case-mccarthy,,,,,2019,2020-06-03,Case McCarthy,D,0.14,19,20.3
59,201660,1999-03-21,"Port Perry, ON, CAN",Canada,183.0,88.0,L,Los Angeles Kings,True,2017,4,118,Los Angeles Kings,markus-phillips,,,,,2017,2020-06-03,Markus Phillips,D,0.09,6,4.9
60,285300,2000-04-26,"Chagrin Falls, OH, USA",USA                                                                                             /  Canada,191.0,89.0,R,Boston Bruins,False,2018,4,119,Boston Bruins,curtis-hall,,,,,2018,2020-06-03,Curtis Hall,F,0.29,16,59.7
61,249738,1998-08-23,"Helsinki, FIN",Finland,187.0,91.0,R,Chicago Blackhawks,False,2017,4,119,Chicago Blackhawks,roope-laavainen,,,,,2016,2020-06-03,Roope Laavainen,D,0.0,4,19.1
62,332966,2000-11-14,"Kuopio, FIN",Finland,177.0,77.0,L,Los Angeles Kings,False,2019,4,119,Los Angeles Kings,kim-nousiainen,,,,,2019,2020-06-03,Kim Nousiainen,D,0.02,13,11.7
63,275797,2000-01-07,"Summerside, PE, CAN",Canada,193.0,83.0,R,New York Islanders,True,2018,1,12,New York Islanders,noah-dobson,,,,,2018,2020-06-03,Noah Dobson,D,0.92,7,126.1
64,375501,2001-04-05,"Millis, MA, USA",USA,188.0,87.0,L,Minnesota Wild,False,2019,1,12,Minnesota Wild,matthew-boldy,,,,,2019,2020-06-03,Matthew Boldy,F,0.45,25,53.4
65,237071,1999-01-15,"Nove Mesto na Morave, CZE",Czech Rep.,188.0,86.0,R,Carolina Hurricanes,True,2017,1,12,Carolina Hurricanes,martin-necas,,,,,2017,2020-06-03,Martin Necas,F,1.0,3,77.3
66,274212,1999-02-13,"Stans, SUI",Switzerland,193.0,91.0,L,Washington Capitals,True,2017,4,120,Washington Capitals,tobias-geisser,,,,,2017,2020-06-03,Tobias Geisser,D,0.0,5,0.0
67,279238,1999-10-12,"Davos, SUI",Switzerland                                                                                             /  Russia,183.0,87.0,L,Chicago Blackhawks,True,2018,4,120,Chicago Blackhawks,philipp-kurashev,,,,,2018,2020-06-03,Philipp Kurashev,F,0.3,6,40.4
68,281733,2000-04-19,"Calgary, AB, CAN",Canada,185.0,88.0,R,Tampa Bay Lightning,False,2019,4,120,Tampa Bay Lightning,maxwell-crozier,,,,,2018,2020-06-03,Maxwell Crozier,D,0.18,11,34.4
69,233565,1998-06-18,"Chicago, IL, USA",USA,188.0,80.0,R,Tampa Bay Lightning,False,2018,4,121,Tampa Bay Lightning,alexander-green,,,,,2016,2020-06-03,Alexander Green,D,0.03,4,13.1
70,395512,2001-06-22,"Jääli, FIN",Finland,179.0,73.0,R,Carolina Hurricanes,False,2019,4,121,Carolina Hurricanes,tuukka-tieksola,,,,,2019,2020-06-03,Tuukka Tieksola,F,0.03,60,23.0
71,161063,1999-03-22,"Calgary, AB, CAN",Canada,180.0,81.0,R,,,2017,4,122,Anaheim Ducks,kyle-olson,,,,,2017,2020-06-03,Kyle Olson,F,0.38,5,72.2
72,418534,2001-03-20,"Whitby, ON, CAN",Canada,188.0,95.0,L,Vancouver Canucks,False,2019,4,122,Vancouver Canucks,ethan-keppen,,,,,2019,2020-06-03,Ethan Keppen,F,0.22,20,70.5
73,223844,1999-11-06,"Kysucke Nove Mesto, SVK",Slovakia,182.0,87.0,L,,,2018,4,122,Calgary Flames,milos-roman,,,,,2018,2020-06-03,Milos Roman,F,0.11,6,11.7
74,396630,2001-06-27,"Laitila, FIN",Finland,180.0,85.0,L,Chicago Blackhawks,False,2019,4,123,Chicago Blackhawks,antti-saarela,,,,,2019,2020-06-03,Antti Saarela,F,0.02,21,18.9
75,431145,1999-09-15,"West Salem, WI, USA",USA,180.0,80.0,L,Montréal Canadiens,False,2018,4,123,Montréal Canadiens,jack-gorniak,,,,,2017,2020-06-03,Jack Gorniak,F,0.1,6,39.2
76,322627,1998-04-20,"Salekhard, RUS",Russia,187.0,93.0,L,Toronto Maple Leafs,False,2017,4,124,Toronto Maple Leafs,vladislav-kara,,,,,2016,2020-06-03,Vladislav Kara,F,0.01,4,10.4
77,201476,1999-06-04,"Slate Hill, NY, USA",USA,175.0,73.0,L,Toronto Maple Leafs,False,2019,4,124,Toronto Maple Leafs,nicholas-abruzzese,,,,,2017,2020-06-03,Nicholas Abruzzese,F,0.2,7,69.7
78,300828,1998-01-08,"Roseville, MN, USA",USA,183.0,82.0,L,,,2016,5,124,Montréal Canadiens,casey-staum,,,,,2016,2020-06-03,Casey Staum,D,0.0,3,13.4
79,312234,1998-07-10,"Magnitogorsk, RUS",Russia,185.0,87.0,L,,,2017,5,125,Colorado Avalanche,igor-shvyryov,,,,,2016,2020-06-03,Igor Shvyryov,F,0.04,3,24.9
80,383305,2000-06-19,"Jokioinen, FIN",Finland,186.0,92.0,R,Buffalo Sabres,False,2018,5,125,Buffalo Sabres,miska-kukkonen,,,,,2018,2020-06-03,Miska Kukkonen,D,0.03,13,10.2
81,276474,1999-03-11,"Phoenix, AZ, USA",USA                                                                                             /  Canada,191.0,100.0,R,Ottawa Senators,True,2019,5,125,Ottawa Senators,mark-kastelic,,,,,2017,2020-06-03,Mark Kastelic,F,0.11,6,20.1
82,201687,1999-10-02,"North Vancouver, BC, CAN",Canada,180.0,82.0,L,Ottawa Senators,False,2018,5,126,Ottawa Senators,angus-crookshank,,,,,2018,2020-06-03,Angus Crookshank,F,0.04,6,21.3
83,291902,1998-01-02,"Grand Rapids, MN, USA",USA,193.0,87.0,L,Calgary Flames,False,2016,5,126,Calgary Flames,mitchell-mattson,,,,,2016,2020-06-03,Mitchell Mattson,F,0.0,4,4.6
84,350368,1998-12-18,"Green Bay, WI, USA",USA,188.0,91.0,L,Arizona Coyotes,False,2017,5,126,Arizona Coyotes,michael-karow,,,,,2017,2020-06-03,Michael Karow,D,0.01,4,13.3
85,300751,2000-11-22,"Gloucester, ON, CAN",Canada,190.0,90.0,L,Montréal Canadiens,False,2019,5,126,Montréal Canadiens,jacob-leguerrier,,,,,2019,2020-06-03,Jacob LeGuerrier,D,0.11,17,17.3
86,290074,1999-08-18,"Ängelholm, SWE",Sweden,185.0,78.0,L,Vegas Golden Knights,True,2017,5,127,Vegas Golden Knights,lucas-elvenes,,,,,2017,2020-06-03,Lucas Elvenes,F,0.22,6,38.1
87,199912,1997-09-18,"Brandon, MB, CAN",Canada,187.0,85.0,L,,,2016,5,127,Winnipeg Jets,jordy-stallard,,,,,2016,2020-06-03,Jordy Stallard,F,0.21,5,48.8
88,300071,1999-11-02,"Everett, WA, USA",USA,183.0,86.0,R,Philadelphia Flyers,True,2018,5,127,Philadelphia Flyers,wyatte-wylie,,,,,2018,2020-06-03,Wyatte Wylie,D,0.1,6,13.2
89,286578,2000-04-24,"Estevan, SK, CAN",Canada,178.0,77.0,L,,,2018,5,128,Montréal Canadiens,cole-fonstad,,,,,2018,2020-06-03,Cole Fonstad,F,0.16,14,47.7
90,131215,1998-01-07,"Sylvan Lake, AB, CAN",Canada,178.0,85.0,L,Arizona Coyotes,True,2017,5,128,Arizona Coyotes,tyler-steenbergen,,,,,2016,2020-06-03,Tyler Steenbergen,F,0.07,3,24.8
91,245573,1999-02-06,"Kitimat, BC, CAN",Canada,180.0,75.0,L,Pittsburgh Penguins,True,2018,5,129,Pittsburgh Penguins,justin-almeida,,,,,2017,2020-06-03,Justin Almeida,F,0.19,12,51.9
92,519772,2001-03-15,"Krasnoyarsk, RUS",Russia,178.0,71.0,L,New Jersey Devils,False,2019,5,129,New Jersey Devils,arseni-gritsyuk,,,,,2019,2020-06-03,Arseni Gritsyuk,F,0.04,51,27.4
93,300436,1999-08-10,"London, ON, CAN",Canada,180.0,83.0,R,Montréal Canadiens,True,2017,1,13,Vegas Golden Knights,nick-suzuki,,,,,2017,2020-06-03,Nick Suzuki,F,1.0,3,94.5
94,399353,2000-07-21,"Toronto, ON, CAN",Canada,185.0,86.0,R,Dallas Stars,True,2018,1,13,Dallas Stars,ty-dellandrea,,,,,2018,2020-06-03,Ty Dellandrea,F,0.87,7,124.7
95,355654,2000-04-27,"Kokkola, FIN",Finland,180.0,78.0,L,Vancouver Canucks,False,2018,5,130,Vancouver Canucks,toni-utunen,,,,,2018,2020-06-03,Toni Utunen,D,0.03,13,1.0
96,347570,2001-01-24,"Mikkeli, FIN",Finland,175.0,80.0,L,New York Rangers,False,2019,5,130,New York Rangers,leevi-aaltonen,,,,,2019,2020-06-03,Leevi Aaltonen,F,0.02,23,22.4
97,284907,1999-04-10,"Québec, QC, CAN",Canada,185.0,88.0,L,,,2017,5,130,St. Louis Blues,david-noel,,,,,2017,2020-06-03,David Noël,D,0.13,6,18.3
98,297963,1999-08-23,"Ottawa, ON, CAN",Canada,188.0,90.0,R,,,2017,5,131,Detroit Red Wings,cole-fraser,,,,,2017,2020-06-03,Cole Fraser,D,0.17,12,35.2
99,283918,2000-01-04,"Mequon, WI, USA",USA,178.0,81.0,L,Nashville Predators,False,2018,5,131,Nashville Predators,spencer-stastney,,,,,2018,2020-06-03,Spencer Stastney,D,0.08,10,24.4
100,313350,1999-07-19,"Lidköping, SWE",Sweden,186.0,82.0,L,Dallas Stars,False,2017,5,132,Dallas Stars,jacob-peterson,,,,,2017,2020-06-03,Jacob Peterson,F,0.09,10,28.1
101,285894,1999-09-12,"Tampere, FIN",Finland,182.0,83.0,R,New York Rangers,False,2018,5,132,New York Rangers,lauri-pajuniemi,,,,,2017,2020-06-03,Lauri Pajuniemi,F,0.16,10,38.0
102,363897,2000-12-25,"Maple Grove, MN, USA",USA,178.0,88.0,R,Anaheim Ducks,False,2019,5,132,Anaheim Ducks,trevor-janicke,,,,,2019,2020-06-03,Trevor Janicke,F,0.07,11,24.1
103,289457,2000-02-04,"Regina, SK, CAN",Canada,185.0,82.0,L,Vancouver Canucks,False,2019,5,133,Vancouver Canucks,carson-focht,,,,,2018,2020-06-03,Carson Focht,F,0.17,13,63.9
104,241387,2000-03-06,"Blainville, QC, CAN",Canada,183.0,77.0,L,,,2018,5,133,Montréal Canadiens,samuel-houde,,,,,2018,2020-06-03,Samuel Houde,F,0.25,14,68.3
105,201486,1999-05-06,"Barrington, IL, USA",USA,188.0,88.0,L,Florida Panthers,False,2017,5,133,Florida Panthers,tyler-inamoto,,,,,2017,2020-06-03,Tyler Inamoto,D,0.01,6,8.3
106,284094,2000-08-11,"Jackson, MI, USA",USA,185.0,88.0,L,New York Islanders,True,2018,5,134,New York Islanders,blade-jenkins,,,,,2018,2020-06-03,Blade Jenkins,F,0.29,12,52.5
107,352089,2001-03-18,"Sheffield, GBR",Canada,180.0,84.0,L,Winnipeg Jets,False,2019,5,134,Winnipeg Jets,harrison-blaisdell,,,,,2019,2020-06-03,Harrison Blaisdell,F,0.08,22,38.4
108,273154,1999-03-26,"Saline, MI, USA",USA,175.0,70.0,L,Vegas Golden Knights,False,2018,5,135,Vegas Golden Knights,brandon-kruse,,,,,2017,2020-06-03,Brandon Kruse,F,0.13,10,29.6
109,279893,1998-02-25,"Tampere, FIN",Finland,195.0,87.0,L,Boston Bruins,True,2016,5,135,Boston Bruins,joona-koppanen,,,,,2016,2020-06-03,Joona Koppanen,F,0.06,3,16.0
110,243313,1999-05-31,"Berlin, GER",Germany,186.0,90.0,R,Winnipeg Jets,True,2017,5,136,Winnipeg Jets,leon-gawanke,,,,,2017,2020-06-03,Leon Gawanke,D,0.24,7,32.0
111,351688,2001-06-26,"Vancouver, BC, CAN",Canada,185.0,80.0,R,Florida Panthers,False,2019,5,136,Florida Panthers,henrik-rybinski,,,,,2019,2020-06-03,Henrik Rybinski,F,0.25,22,97.1
112,201517,1999-02-05,"Stillwater, MN, USA",USA,188.0,86.0,L,Philadelphia Flyers,False,2017,5,137,Philadelphia Flyers,noah-cates,,,,,2017,2020-06-03,Noah Cates,F,0.07,10,20.2
113,315962,2001-05-17,"Enid, OK, USA",USA,183.0,87.0,R,Florida Panthers,False,2019,5,137,Florida Panthers,owen-lindmark,,,,,2019,2020-06-03,Owen Lindmark,F,0.14,22,32.3
114,305431,2000-03-20,"Mississauga, ON, CAN",Canada,178.0,78.0,R,Dallas Stars,True,2018,5,137,Dallas Stars,riley-damiani,,,,,2018,2020-06-03,Riley Damiani,F,0.24,14,65.8
115,268675,1998-04-11,"Markham, ON, CAN",Canada,190.0,93.0,R,,,2016,5,137,Detroit Red Wings,jordan-sambrook,,,,,2016,2020-06-03,Jordan Sambrook,D,0.11,6,9.9
116,268925,1998-08-06,"Huntington Woods, MI, USA",USA                                                                                             /  Canada,183.0,85.0,R,Los Angeles Kings,True,2017,5,138,Los Angeles Kings,drake-rymsha,,,,,2016,2020-06-03,Drake Rymsha,F,0.02,3,18.5
117,229608,1998-07-29,"New Canaan, CT, USA",USA,171.0,68.0,L,Nashville Predators,True,2016,5,138,Nashville Predators,patrick-harper,,,,,2016,2020-06-03,Patrick Harper,F,0.09,4,28.0
118,221342,1998-01-26,"Helsinki, FIN",Finland,183.0,88.0,L,Chicago Blackhawks,True,2018,5,139,Chicago Blackhawks,mikael-hakkarainen,,,,,2016,2020-06-03,Mikael Hakkarainen,F,0.09,7,28.1
119,395520,2001-03-20,"Helsinki, FIN",Finland                                                                                             /  Brazil,186.0,87.0,L,Vegas Golden Knights,True,2019,5,139,Vegas Golden Knights,marcus-kallionkieli,,,,,2019,2020-06-03,Marcus Kallionkieli,F,0.14,22,107.5
120,334036,2000-02-25,"Cicero, NY, USA",USA,183.0,74.0,L,Philadelphia Flyers,True,2018,1,14,Philadelphia Flyers,joel-farabee,,,,,2018,2020-06-03,Joel Farabee,F,1.0,4,115.1
121,290129,2001-01-05,"Anaheim, CA, USA",USA,180.0,79.0,L,Philadelphia Flyers,False,2019,1,14,Philadelphia Flyers,cameron-york,,,,,2019,2020-06-03,Cameron York,D,0.59,26,64.8
122,290349,2001-05-06,"Vancouver, BC, CAN",Canada,185.0,89.0,R,Colorado Avalanche,False,2019,5,140,Colorado Avalanche,sasha-mutala,,,,,2019,2020-06-03,Sasha Mutala,F,0.12,19,100.5
123,247116,1998-02-13,"Mississauga, ON, CAN",Canada,191.0,88.0,L,,,2016,5,140,Vancouver Canucks,cole-candella,,,,,2016,2020-06-03,Cole Candella,D,0.16,5,26.7
124,239031,1998-06-14,"Grimsby, ON, CAN",Canada                                                                                             /  Sweden,188.0,91.0,L,,,2018,5,140,Colorado Avalanche,brandon-saigeon,,,,,2016,2020-06-03,Brandon Saigeon,F,0.08,6,2.4
125,452004,2001-07-28,"Owen Sound, ON, CAN",Canada,195.0,92.0,L,Vegas Golden Knights,False,2019,5,141,Vegas Golden Knights,mason-primeau,,,,,2019,2020-06-03,Mason Primeau,F,0.11,20,63.9
